timestamp,cpu,ram,temperature,health_score,model,label,confidence,latency_ms
2026-07-14 22:32:22,64.48,45.37,65.02,0.6429,int8,curly-coated retriever,0.4141,3.73
2026-07-14 22:32:23,48.29,45.34,63.41,0.6429,int8,curly-coated retriever,0.4141,3.83
2026-07-14 22:32:24,45.77,45.32,62.45,0.6429,int8,curly-coated retriever,0.4141,3.73
2026-07-14 22:32:25,45.42,45.27,61.47,0.6429,int8,curly-coated retriever,0.4141,3.72
2026-07-14 22:32:26,45.65,45.24,60.48,0.6429,int8,curly-coated retriever,0.4141,3.53
2026-07-14 22:32:27,44.99,45.27,59.89,0.6429,int8,curly-coated retriever,0.4141,3.82
2026-07-14 22:32:28,44.16,45.24,59.53,0.6429,int8,curly-coated retriever,0.4141,3.36
2026-07-14 22:32:29,43.65,45.22,59.32,0.6429,int8,curly-coated retriever,0.4141,3.59
2026-07-14 22:32:30,44.59,45.21,59.19,0.6429,int8,curly-coated retriever,0.4141,3.0
2026-07-14 22:32:31,43.56,45.21,59.12,0.6429,int8,curly-coated retriever,0.4141,3.15
2026-07-14 22:32:32,43.73,45.21,59.47,0.6429,fp32,curly-coated retriever,0.5467,13.35
2026-07-14 22:32:33,43.48,45.2,59.68,0.6437,int8,curly-coated retriever,0.4141,3.26
2026-07-14 22:32:34,42.89,45.2,59.01,0.6437,int8,curly-coated retriever,0.4141,3.23
2026-07-14 22:32:35,44.57,45.2,58.61,0.6437,fp32,curly-coated retriever,0.5467,13.17
2026-07-14 22:32:36,43.9,45.2,58.36,0.6444,int8,curly-coated retriever,0.4141,3.3
2026-07-14 22:32:37,43.5,45.2,58.22,0.6444,int8,curly-coated retriever,0.4141,4.3
2026-07-14 22:32:38,42.9,45.2,58.13,0.6444,int8,curly-coated retriever,0.4141,3.26
2026-07-14 22:32:39,43.42,45.2,58.08,0.6444,int8,curly-coated retriever,0.4141,3.17
2026-07-14 22:32:40,42.85,45.2,58.45,0.6444,int8,curly-coated retriever,0.4141,3.72
2026-07-14 22:32:41,43.31,45.2,57.87,0.6444,int8,curly-coated retriever,0.4141,4.61
2026-07-14 22:32:42,43.15,45.16,57.92,0.6444,int8,curly-coated retriever,0.4141,3.07
2026-07-14 22:32:43,42.69,45.14,58.35,0.6444,int8,curly-coated retriever,0.4141,3.21
2026-07-14 22:32:44,44.01,45.12,58.21,0.6444,int8,curly-coated retriever,0.4141,2.87
2026-07-14 22:32:45,44.01,45.15,58.13,0.6444,int8,curly-coated retriever,0.4141,3.26
2026-07-14 22:32:46,44.8,45.13,58.08,0.6444,int8,curly-coated retriever,0.4141,3.06
2026-07-14 22:32:47,45.2,45.12,58.05,0.6444,int8,curly-coated retriever,0.4141,3.4
2026-07-14 22:32:48,45.08,45.11,58.43,0.6444,int8,curly-coated retriever,0.4141,3.65
